dataset_id,dataset_name,original_n_samples,original_n_features,num_categorical_columns,num_pseudo_categorical_columns,num_columns_missing,num_rows_missing,score_resnet,score_linear,score_hgbt,score_tree,score_mlp,score_rf,heterogeneous,n_samples,too_small,too_easy
44,spambase,4601.0,57.0,0.0,0.0,0.0,0.0,0.9238970588235292,,,,,,,3626.0,False,
60,waveform-5000,5000.0,40.0,0.0,0.0,0.0,0.0,0.900503524672709,,,,,,,3310.0,False,
150,covertype,581012.0,54.0,44.0,0.0,0.0,0.0,0.84088,,,,,,,423680.0,False,
152,Hyperplane_10_1E-3,1000000.0,10.0,0.0,0.0,0.0,0.0,0.66998,,,,,,,999986.0,False,
153,Hyperplane_10_1E-4,1000000.0,10.0,0.0,0.0,0.0,0.0,0.8950800000000001,,,,,,,999668.0,False,
159,RandomRBF_50_1E-3,1000000.0,10.0,0.0,0.0,0.0,0.0,0.53548,,,,,,,522348.0,False,
160,RandomRBF_50_1E-4,1000000.0,10.0,0.0,0.0,0.0,0.0,0.7515666666666666,,,,,,,522348.0,False,
180,covertype,110393.0,54.0,40.0,0.0,0.0,0.0,0.8279066666666667,,,,,,,77812.0,False,
246,BNG(labor),1000000.0,16.0,8.0,1.0,0.0,0.0,0.7952733333333333,,,,,,,706000.0,False,
251,BNG(breast-w),39366.0,9.0,0.0,0.0,0.0,0.0,0.9830466424082038,,,,,,,27092.0,False,
256,BNG(colic.ORIG),1000000.0,27.0,20.0,0.0,0.0,0.0,0.5020066666666667,,,,,,,724812.0,False,
257,BNG(colic),1000000.0,22.0,15.0,0.0,0.0,0.0,0.6755000000000001,,,,,,,739558.0,False,
258,BNG(credit-a),1000000.0,15.0,9.0,0.0,0.0,0.0,0.7759866666666667,,,,,,,891984.0,False,
267,BNG(heart-statlog),1000000.0,13.0,0.0,4.0,0.0,0.0,0.8068533333333333,,,,,,,888108.0,False,
269,BNG(hepatitis),1000000.0,19.0,13.0,0.0,0.0,0.0,0.7792866666666667,,,,,,,415634.0,False,
351,codrna,488565.0,8.0,0.0,0.0,0.0,0.0,0.96186,,,,,,,325710.0,False,
357,vehicle_sensIT,98528.0,100.0,0.0,0.0,0.0,0.0,0.8463466666666667,,,,,,,98528.0,False,
720,abalone,4177.0,8.0,1.0,0.0,0.0,0.0,0.7868694955964772,,,,,,,4162.0,False,
725,bank8FM,8192.0,8.0,0.0,1.0,0.0,0.0,0.9366246851385392,,,,,,,6614.0,False,
734,ailerons,13750.0,40.0,0.0,7.0,0.0,0.0,0.8662853874749785,,,,,,,11656.0,False,
735,cpu_small,8192.0,12.0,0.0,0.0,0.0,0.0,0.9104236718224614,,,,,,,4954.0,False,
737,space_ga,3107.0,6.0,0.0,0.0,0.0,0.0,0.8745945945945947,,,,,,,3082.0,False,
761,cpu_act,8192.0,21.0,0.0,0.0,0.0,0.0,0.9236045729657028,,,,,,,4954.0,False,
803,delta_ailerons,7129.0,5.0,0.0,0.0,0.0,0.0,0.9395418326693228,,,,,,,6692.0,False,
816,puma8NH,8192.0,8.0,0.0,0.0,0.0,0.0,0.7937883122190437,,,,,,,8156.0,False,
819,delta_elevators,9517.0,6.0,0.0,1.0,0.0,0.0,0.876056338028169,,,,,,,9464.0,False,
823,houses,20640.0,8.0,0.0,0.0,0.0,0.0,0.9827631332959432,,,,,,,17828.0,False,
833,bank32nh,8192.0,32.0,0.0,4.0,0.0,0.0,0.7558322411533421,,,,,,,5086.0,False,
846,elevators,16599.0,18.0,0.0,2.0,0.0,0.0,0.87268593699253,,,,,,,10260.0,False,
847,wind,6574.0,14.0,0.0,0.0,0.0,0.0,0.8495661605206074,,,,,,,6146.0,False,
871,pollen,3848.0,5.0,0.0,0.0,0.0,0.0,0.4824242424242424,,,,,,,3848.0,False,
976,JapaneseVowels,9961.0,14.0,0.0,0.0,0.0,0.0,0.9902992776057792,,,,,,,3228.0,False,
979,waveform-5000,5000.0,40.0,0.0,0.0,0.0,0.0,0.8586614173228346,,,,,,,3384.0,False,
1053,jm1,10885.0,21.0,0.0,0.0,0.0,5.0,0.6591125198098255,,,,,,,4206.0,False,
